session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
AI266,Braze Operator AI: Automating Business Reviews with Snowflake Cortex AI,"Braze's customer analytics team built an AI agent on Snowflake Cortex AI to automate data insights for its GTM teams — eliminating manual analysis bottlenecks. Leveraging Cortex Agents, Snowflake Intelligence and declarative sharing, the solution drives new revenue for the business through self-service analytics packages, strengthens sales propositions by delivering immediate value to stakeholders, and powers vertical-specific GTM playbooks. Nontechical teams at Braze gain Day 1 access to actionable insights — no data engineers required.",Kaitlyn Wells; Fabio Rocca,Snowflake,Senior AI/ML Architect,AI & ML,Breakout Session,Thursday June 4,10:00 AM - 10:45 AM,45,"Room 210 (Moscone South, Level 2)",Intermediate,"AI,Cortex,Agents,RAG,Analytics,Intelligence",Data Engineer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI266&tab.sessioncatalogtab=1714168666431001NNiH
BI206,Build a Universal Semantic Layer for BI and AI: Hands-On Lab,"This 90-minute hands-on lab demonstrates how to create a semantic layer in Snowflake using semantic views. Attendees will learn to leverage features such as Semantic View Autopilot and Cortex Code to accelerate the creation of a governed data model. You will build a single source of truth that can be accessed by traditional BI tools and used in tandem with Snowflake Cortex AI to enable the fast deployment of complex, robust chatbots and AI tools.",Abhinav Vadrevu; Fawad Qureshi,Snowflake,Field CTO,BI & Analytics,Hands-on Lab,Thursday June 4,10:00 AM - 11:30 AM,90,"Hands-on Labs 3 (Basecamp, Hall E)",Intermediate,"AI,Cortex,RAG,Semantic",Data Scientist;Developer;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI206&tab.sessioncatalogtab=1714168666431001NNiH
DM204,Building Open Source Native Apps: Johnson & Johnson's Drug Discovery Solution ,Join this session to learn how research teams at Johnson & Johnson (J&J) are implementing an RDKit chemical library on Snowflake — unlocking the power of high-speed cheminformatics to accelerate downstream drug discovery. Hear how J&J's IT teams are reducing operational complexity with zero data movement by leveraging advanced programming techniques through Snowpark for Python stored procedures and UDFs. Discover how J&J and Snowflake are partnering to make J&J's solution available to the broader healthcare and life sciences community as an open source Snowflake Native App on Snowflake Marketplace.,Dmitrii Rassokhin,Johnson & Johnson,Senior Manager - Lead Engineer,Data Marketplace,Breakout Session,Thursday June 4,10:00 AM - 10:45 AM,45,"Room 212 (Moscone South, Level 2)",Intermediate,"AI,Snowpark,Python,RAG,Marketplace,Native App,Healthcare,Search",Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM204&tab.sessioncatalogtab=1714168666431001NNiH
L1,Dev Day Opening,"Join us as Snowflake's CEO, Sridhar Ramaswamy, delivers opening remarks.",Sridhar Ramaswamy,Snowflake,Chief Executive Officer,Lightning Talk,Dev Day Luminary Talk,Thursday June 4,10:00 AM - 10:10 AM,10,"Builders Hub Theater (Basecamp, South Hall D)",Intermediate,,Data Engineer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=L1&tab.sessioncatalogtab=1714168666431001NNiH
BI224,Open Semantic Interchange: Dimensions and Ontologies for Agents,"As data, BI and AI converge, enterprises need a shared semantic foundation that works across tools, models and workloads. This session introduces Open Semantic Interchange (OSI) — a minimal, expressive metadata standard built on three primitives: concepts, relationships and relational formulas. OSI supports both dimensional BI models and ontological application semantics, enabling interoperability across ecosystems like dbt, Legend, Palantir, custom applications and BI dashboards. We’ll show how OSI enables a durable way to define semantics once and use them everywhere, while insulating models from schema drift and accelerating cross-system integration in Snowflake.",Josh Klahr; Ankit Tandon,Snowflake,Director of Product Management,BI & Analytics,Breakout Session,Thursday June 4,10:00 AM - 10:45 AM,45,"Room 151 (Moscone South, Upper Mezzanine)",Intermediate,"AI,dbt,Agents,Dashboard,Semantic",Data Engineer;Data Scientist;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI224&tab.sessioncatalogtab=1714168666431001NNiH
ML301,Real-Time Lead Prioritization with Snowflake Model Serving Boosts Podium Sales,"Discover how Podium turned call-level data into real-time lead recommendations entirely inside Snowflake ML. Using the Snowflake Feature Store, we assembled a leakage-safe data set, trained an XGBoost model on a GPU compute pool and registered it in the Snowflake Model Registry — then deployed it through Snowpark Inference Services for real-time scoring. Our business app queries the REST API to prioritize outreach instantly, leveraging engagement momentum, appointment readiness and temporal patterns — driving measurable increases in lead conversion and showing how live, data-driven scoring can accelerate sales outcomes for any business.",Andrew Christensen; Collin Austad,Podium,Staff Data Scientist,Machine Learning,Breakout Session,Thursday June 4,10:00 AM - 10:45 AM,45,"Room 205 (Moscone South, Level 2)",Advanced,"AI,ML,Snowpark,RAG,GPU,Real-time,Feature Store",Data Scientist;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML301&tab.sessioncatalogtab=1714168666431001NNiH
DE103,The Age of Data Exhaustion,"No one talks about it, but data teams are tired. They're tired of managing thousands of tables, brittle transformation logic and AI pilots built on foundations no one fully trusts. The problem isn’t data volume. It’s overload. Code overload demands disciplined transformation. Data overload demands intelligent cataloging. And chaos erodes trust.

In this session, we’ll show how modern data teams restore order with a metadata-driven data operating layer that standardizes transformation, connects governance to build-time and makes data quality proactive instead of reactive. Because AI doesn’t fix disorder, it amplifies it.",Michael Tantrum,Coalesce,"Director, Sales Engineering - West",Data Engineering,Theater Session,Thursday June 4,10:00 AM - 10:20 AM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Beginner,"AI,Governance",Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE103&tab.sessioncatalogtab=1714168666431001NNiH
GO239,Best Practices for Protecting and Auditing Sensitive Data in an AI-First World,"In the AI-first world, privacy and compliance are nonnegotiable necessities, not optional add-ons. The rapid proliferation of sensitive data, coupled with the increasing reliance on AI and machine learning models, makes it critical to proactively address regulations like HIPAA, PCI-DSS, CCPA and GDPR. Failure to do so not only risks massive regulatory fines but also erodes customer trust. This makes privacy and compliance a strategic priority powered by intelligent automation. In this session, learn about how Snowflake addresses this challenge with Horizon Catalog's Sensitive Data Classification and new AI-driven capabilities for data governance and audit.",Ankit Gupta; Anupriti Warade,Snowflake,Staff Product Manager,Governance & Security,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 213 (Moscone South, Level 2)",Intermediate,"AI,Governance,Classification",Data Scientist;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO239&tab.sessioncatalogtab=1714168666431001NNiH
GO220,Beyond Passwords: Strong Authentication for Snowflake Workloads,"While strong authentication is essential for accessing Snowflake resources, implementing it across all users and services can be complex. This session will detail real-world customer transitions from traditional methods (passwords, keys) to robust, modern authentication solutions like Workload Identity Federation (secretless authentication). We will explore effective rollout strategies and migration procedures, enabling you to learn the latest techniques for modernizing authentication without disrupting critical workloads.",Eric Woroshow; Ved Prakash,Snowflake,Senior Principal Software Engineer,Governance & Security,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 211 (Moscone South, Level 2)",Intermediate,"AI,ETL,Migration",Data Engineer;Architect;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO220&tab.sessioncatalogtab=1714168666431001NNiH
GO201,From Data Chaos to Clarity: The Intelligent Data Marketplace Blueprint,"Every enterprise is racing to turn data into intelligence, yet most struggle with fragmented tools and inconsistent governance. This session shares how we built an Intelligent Internal Marketplace powered by Snowflake Horizon Catalog for trust and governance and Cortex Code for AI-driven discovery. Learn how automated tagging, lineage and intelligent search make data instantly findable, reliable and ready for action. Attendees will explore a practical framework and real-world lessons to unify governance, AI and discovery — driving adoption, data literacy and faster, trusted business outcomes.",Rafique Awan; Youssef Abouelneaj,MFS Investment Management,VP & Director Solution Architecture,Governance & Security,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 160 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Cortex,RAG,Governance,Lineage,Marketplace,Intelligence,Search",Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO201&tab.sessioncatalogtab=1714168666431001NNiH
AI225,How to Give Snowflake Intelligence the Customer Context It's Missing,"Snowflake Intelligence is transforming how teams interact with data. But insight quality depends on the data underneath. Snowplow's customer context layer delivers validated, enriched behavioral data into Snowflake with prebuilt semantic models that accelerate Snowflake Cortex Analyst, letting anyone self-serve insights without the data team. Crucially, Snowplow captures every digital interaction, with a human and AI agent alike, so teams can distinguish and optimize for both within the same Snowflake Cortex AI queries. The same context layer powering internal analytics also fuels customer-facing AI agents, creating a compounding intelligence loop where every interaction sharpens every insight.",Yali Sassoon Sassoon,,,AI & ML,Theater Session,Thursday June 4,10:30 AM - 10:50 AM,20,"Vertical Village Theater 2 (Basecamp, South Hall B)",Intermediate,"AI,Cortex,Agents,Analytics,Semantic,Intelligence",Data Scientist;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI225&tab.sessioncatalogtab=1714168666431001NNiH
AR234,OpenTelemetry and Iceberg: Foundation for Observability at Scale,"AI-driven systems generate massive volumes of metrics, logs and traces with extreme cardinality and long retention needs. Traditional observability backends struggle to scale, govern and control costs. In this session, learn how Observe uses Snowflake as the backbone of an open observability architecture built on OpenTelemetry and Apache Iceberg. We’ll show how telemetry flows from OTel-instrumented apps through collectors into user’s own Iceberg data lakehouse, enabling open access, strong governance and analytics at petabyte scale. This approach lowers storage and query costs while delivering faster incident detection and resolution — without vendor lock-in.",Jiayuan Chen; Kai Su,Snowflake,Software Engineer,Architecture,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 206 (Moscone South, Level 2)",Intermediate,"AI,Iceberg,RAG,Governance,Analytics,Cost",Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR234&tab.sessioncatalogtab=1714168666431001NNiH
DE301,Real-Time Openflow Oracle CDC for Enterprise with Yes Energy's Story,"Oracle holds the most critical enterprise data and getting it into Snowflake in real time is the defining Oracle data engineering challenge. Every DBA asks before enabling CDC: will this hurt the database? We answer with data. Jakub Puchalski from Snowflake benchmarks XStream at 37,000+ TPS quantifying redo volume, CPU and commit latency. Dan Goodman from Yes Energy demos an Exadata deployment: billion-row CDC tables in production and a real recovery story that proves what ""resilient by design"" means. Join this session for a DBA-ready architecture blueprint, a checklist to protect your OLTP system, and confidence to move your most critical Oracle workloads to Snowflake Openflow.",Jakub Puchalski; Dan Goodman,Snowflake,Staff Product Manager,Data Engineering,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 159 (Moscone South, Upper Mezzanine)",Advanced,"Openflow,CDC,Real-time",Data Engineer;Architect,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE301&tab.sessioncatalogtab=1714168666431001NNiH
DM201,"Roche's Data Mesh Strategy: Governance, Observability and AI in Pharma","F. Hoffmann-La Roche, the world's leading provider of cancer treatments and Europe's third largest company by market cap, is building a cutting-edge data platform on Snowflake. This session explores Roche's approach to data mesh with mandatory data governance through object tagging, Snowflake Cortex AI integration including MCP server, and data observability supporting Roche's data mesh architecture. Learn how Roche is implementing these capabilities across its pharmaceutical operations, including through real-world use case deep dives, success stories and the company's technical domain roadmap.",Stephan Lobinger,Snowflake Computing Switzerland GmbH,Global Senior Solution Engineer,Data Marketplace,Theater Session,Thursday June 4,10:30 AM - 10:50 AM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,Cortex,Governance",Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM201&tab.sessioncatalogtab=1714168666431001NNiH
AD212,Zero-ETL Citizen Development on Snowflake: Apps with Postgres and SPCS,"Business teams need to build applications faster while keeping their data ready for analytics and AI. This session presents a modern application stack on Snowflake that connects applications and data on a single platform. It explores how Snowflake Postgres and Snowpark Container Services enable new application patterns, and how open-source ecosystems and multiple technical communities — PostgreSQL, low-code OSS and the Snowflake community — can collaborate to accelerate innovation. The session highlights Snowflake’s evolution beyond analytics into a unified platform for applications, data and community-driven development.",Kosuke Kida,Independent / Community-based,"Chair, Japan PostgreSQL User Group",Administration,Breakout Session,Thursday June 4,10:30 AM - 11:15 AM,45,"Room 215 (Moscone South, Level 2)",Intermediate,"AI,Snowpark,NiFi,SQL,ETL,Analytics,Container",Data Engineer;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD212&tab.sessioncatalogtab=1714168666431001NNiH
BI107,Accelerating AI-Ready Data with Open Semantic Interchange,"As data, BI and AI converge, enterprises need a shared semantic foundation that works across tools, models, and workloads. Explore how the Open Semantic Interchange (OSI) creates a vendor-neutral semantic standard that lets BI, analytics and AI tools speak the same language for reliable, consistent data interpretation. This session will explore how OSI supports dimensional BI models, enabling a durable way to define semantics once and use them everywhere. Learn how this standard insulates your models from schema drift and accelerates cross-system integration in Snowflake, ensuring your traditional BI dashboards and new AI applications always agree on the numbers.",Josh Klahr; Yogitha Chilukuri,Snowflake,Director of Product Management,BI & Analytics,Breakout Session,Thursday June 4,11:00 AM - 11:45 AM,45,"Room 151 (Moscone South, Upper Mezzanine)",Beginner,"AI,Analytics,Dashboard,Semantic",Data Scientist;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI107&tab.sessioncatalogtab=1714168666431001NNiH
ML104,Batch Inference on Multimodal Models,"Join this session to learn how Snowflake ML enables teams to deploy multimodal models — from Hugging Face or custom builds — directly within Snowflake. By natively supporting image, audio and text, organizations can run large-scale inference on unstructured data without managing complex infrastructure.",Avinash Joshi; Pradeep Dorairaj,Snowflake,Senior Product Manager,Machine Learning,Breakout Session,Thursday June 4,11:00 AM - 11:45 AM,45,"Room 208 (Moscone South, Level 2)",Beginner,"ML,Multimodal",Data Scientist;Architect;Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML104&tab.sessioncatalogtab=1714168666431001NNiH
DE305,Best Practices for Building Real-Time AI Experiences with Snowflake Streaming,"Agentic AI applications demand continuous and up-to-date data to make autonomous decisions and deliver personalized experiences. But building reliable real-time pipelines remains one of the hardest problems in data engineering. In this session, learn how Snowflake's streaming capabilities including Snowpipe Streaming, Dynamic Tables and native Kafka integration provide a simple, scalable and cost-effective foundation for real-time AI workloads. We'll walk through common architecture patterns and real customer examples so you can start building real-time AI applications today.",Tyler Jones; Sais Maddali,Snowflake,Principal Software Engineer I,Data Engineering,Breakout Session,Thursday June 4,11:00 AM - 11:45 AM,45,"Room 214 (Moscone South, Level 2)",Advanced,"AI,Streaming,Pipeline,Dynamic Tables,Cost,Kafka,Real-time,Snowpipe",Data Engineer;Architect;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE305&tab.sessioncatalogtab=1714168666431001NNiH
AI252,From Vision to Intelligence: How Cortex AI Accelerates FSFB’s AI Journey,"Join Fundación Santa Fe de Bogotá (FSFB), a top-250 global hospital, to see how it is empowering clinicians with generative AI. This session explores FSFB's NEXUS engine, built on Snowflake, which interprets and structures complex clinical data. By leveraging Snowflake Cortex Search, FSFB has enabled doctors to ""chat with the EHR"" to get instant patient summaries in the ER and identify cancer suspicions. This early detection saves lives by allowing for more effective, less aggressive treatments with better outcomes. The result: Processing 5,000 clinical records now takes six hours, not 583. AI doesn't replace doctors; it empowers their ability to save lives.",Humberto Higuera,Fundación Santa Fe de Bogotá,Head of Data and AI,AI & ML,Theater Session,Thursday June 4,11:00 AM - 11:20 AM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,Cortex,RAG,Intelligence,Search",Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI252&tab.sessioncatalogtab=1714168666431001NNiH
PO201,How DTCC Enabled AI-Driven Data Cataloguing at Scale with Cortex and Streamlit,"Scaling intelligent metadata tagging across a modern data estate is one of the most persistent challenges in enterprise data management. This session demonstrates how the Depository Trust and Clearing Corporation (DTCC) used Snowflake Cortex AI and Streamlit to automate the creation, approval and management of business definitions from structured and unstructured data. Learn how DTCC eliminated manual cataloguing bottlenecks with scalable architecture, intuitive workflows and an AI-powered hub that drives metadata consistency and visibility across the enterprise — marking their first gen AI application in production and driving $1.2 million in cost avoidance.",Sukanya Joshi; Rohit Sharma,Depository Trust and Clearance Corporation (DTCC),Director of Enterprise Data,Platform & Optimization,Breakout Session,Thursday June 4,11:00 AM - 11:45 AM,45,"Room 210 (Moscone South, Level 2)",Intermediate,"AI,ML,Cortex,Streamlit,Cost",Data Scientist;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO201&tab.sessioncatalogtab=1714168666431001NNiH
WN211T,What’s New: Innovate at Scale: Powering a Secure and Resilient AI Estate,"This session unveils Snowflake innovations designed to protect sensitive AI assets and ensure continuity. Explore what’s new in security for AI, featuring capabilities to secure Cortex flows, Snowflake Intelligence and Cortex Code. We’ll cover AI security posture in the Trust Center, adaptive guardrails against prompt injection and sandboxing to mitigate local risks. Learn about new data movement policies to prevent exfiltration and seamless agent access via agentic identity and JIT provisioning as well as Account Replication 2.0, the next evolution of our BCDR engine. Join us to see these features in action and build a bulletproof, AI-ready estate.",Radhika Janardanan; Sid Ramadoss; Nitika Gupta,Snowflake,Senior Product Marketing Manager - Platform,What's New,Theater Session,Thursday June 4,11:00 AM - 11:20 AM,20,"Basecamp South Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,ML,Cortex,Security,Intelligence",Data Scientist;Developer;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN211T&tab.sessioncatalogtab=1714168666431001NNiH
GO245,Banking on Uptime: Morgan Stanley Achieves Resilience at Scale with Snowflake,"In an always-on economy, resilience is nonnegotiable for mission-critical data platforms. This session explores how Snowflake delivers enterprise-grade disaster recovery and business continuity — from failover groups to account replication, client redirect, and immutable backups that safeguard against cloud outages and ransomware attacks while meeting compliance mandates. Snowflake experts will share the latest innovations in resilience and best practices, followed by a deep dive from Morgan Stanley on how they architect resilience at global scale to meet stringent regulatory, RTO and RPO requirements.",Boris Serebrinskiy; John Kuchmek,Morgan Stanley,Data Architecture & Strategy,Governance & Security,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 215 (Moscone South, Level 2)",Intermediate,AI,Architect;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO245&tab.sessioncatalogtab=1714168666431001NNiH
DE222,Build Real-Time User Analytics with Snowpipe Streaming and Cortex Agents,"Stop relying on stale dashboards and build your own live user analytics engine. In this session, we will architect a scalable user analytics platform end-to-end using Snowpipe Streaming. Discover how to use Snowflake CLI and Cortex AI to automate pipeline code generation, deploying elastic channels for effortless auto-scaling and error tables for native dead-letter queue handling. We will demonstrate how to go from raw clickstream events to AI-driven insights in minutes, removing the operational complexity of traditional streaming stacks.",Chase Thomas; Ivan Kepes,Snowflake,Sr. Product Manager,Data Engineering,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 209 (Moscone South, Level 2)",Intermediate,"AI,Cortex,Streaming,Agents,Pipeline,Analytics,Dashboard,Real-time",Data Engineer;Architect;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE222&tab.sessioncatalogtab=1714168666431001NNiH
AR201,How Capital One Architected for Interoperability in a Multi-Catalog/Table Setup,"As one of Snowflake's earliest and largest adopters, Capital One has continually driven innovation in cloud data management, focusing on optimizing cost and governance at a massive scale. This session details our strategic journey toward a Bring Your Own Compute model, illustrating how we evolved our architecture to meet rigorous security, governance and cost optimization requirements in a federated data environment. A core component of this evolution was implementing a sophisticated architecture that allows data consumers flexibility while maintaining central control via multi-catalog and multi-table format architecture, achieving data residency and compliance, and maximizing finops efficiency.",Temesgen (Teme) Meheret; Kajal Wood,Capital One,"Director, Data Platform",Architecture,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 159 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Governance,Security,Cost,Optimization",Data Scientist;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR201&tab.sessioncatalogtab=1714168666431001NNiH
DM104,"Millions Saved: Unity's Native Apps, Data Sharing and AI Strategy ","Learn how Unity, known for its industry-leading game engine, transformed its analytics platform with Snowflake, delivering seamless data and app sharing with cost-efficient scalability. Discover how Unity's native application solution saved millions annually and enhanced customer experience. See how it's incorporating Cortex Agents with Streamlit to enable conversational analytics, helping customers maximize the value of their data. Walk away with insights on building native apps that deliver customer value while driving significant cost savings.",Keir Sweeney,Unity Technologies,Staff Software Engineer,Data Marketplace,Theater Session,Thursday June 4,11:30 AM - 11:50 AM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Beginner,"AI,ML,Cortex,NiFi,Streamlit,Agents,Data Sharing,Native App",Data Engineer;Data Scientist;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM104&tab.sessioncatalogtab=1714168666431001NNiH
DE206,Modernizing Banking: From Legacy Spark to Near Real Time with Snowflake Openflow,"UnionBank Philippines’ Quickloans workflows were constrained by legacy Informatica BDS and Cloudera (Apache Spark), blocking Cloudera decommissioning. By refactoring and migrating these complex pipelines to Snowflake Openflow’s native constructs, the team fully preserved business rules while materially boosting processing speed. The new design proved stable with low latency during peak windows (for example, paydays), outperforming the previous solution. This outcome validated retiring Cloudera and enabled a full move to a scalable, cloud-native Snowflake data architecture.",Gil Mangussad; Senthilnathan Jegadeeswaran,Unionbank of the Philippines,AI/ML Platform Head,Data Engineering,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 160 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Openflow,Pipeline",Data Engineer;Architect;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE206&tab.sessioncatalogtab=1714168666431001NNiH
AR225,What Apache Iceberg Is Bad at Doing … for Now,"Apache Iceberg is rapidly becoming the open source table standard, but popularity doesn’t mean everyone is using it efficiently. The format has some strong features — ACID, metric pushdowns and hidden partitioning — but it also has some dangerous anti-patterns. In this talk we’ll go over bloated metadata, inefficient metrics and missing maintenance bogging down query planning. You’ll learn why these issues plague users of Iceberg tables and how to avoid them. Finally, we’ll also go through how some of these problems won’t even be an issue in version 4 with new proposals like “single file commits.” Come and learn to avoid pitfalls like a pro and get a preview of what’s coming next!",Russell Spitzer,Snowflake,Principal Software Engineer,Architecture,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 206 (Moscone South, Level 2)",Intermediate,"AI,Iceberg",Data Scientist;Architect;Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR225&tab.sessioncatalogtab=1714168666431001NNiH
GO214,"Write Once, Enforce Everywhere: Interoperable Governance with Iceberg","Interoperable governance means enforcing consistent row- and column-level security across all engines without fragmenting policies. How do you achieve this when engines differ? This talk presents two approaches via Apache Iceberg:


	Catalog-enforced FGAC using scan planning to return policy-enforced files
	ReadRestrictions standardization where catalogs return policy expressions engines interpreted for deeper integration


You'll learn catalog-side architecture, including scan planning and policy evaluation. You'll also learn about two paths: transparent enforcement vs ReadRestrictions standardization — and trade-offs around interoperable governance.",Vishwa Lakkundi; Prashant Singh,Snowflake,Sr manager,Governance & Security,Breakout Session,Thursday June 4,11:30 AM - 12:15 PM,45,"Room 213 (Moscone South, Level 2)",Intermediate,"Iceberg,RAG,Governance,Security",Architect;Developer;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO214&tab.sessioncatalogtab=1714168666431001NNiH
AD101,Snowflake Startup Challenge Finale,"Experience the 2026 Snowflake Startup Challenge Finale, held during Snowflake Dev Day in San Francisco. This annual competition draws hundreds of early-stage startups Powered by Snowflake, all vying to fuel AI innovation, gain global exposure and compete for up to $1 million in investments from Snowflake Ventures. Now in its sixth year, the Snowflake Startup Challenge — sponsored in partnership with the New York Stock Exchange — continues to spotlight and invest in the most innovative startups building on Snowflake. Join us as the top three finalists present their groundbreaking AI-driven solutions to an expert panel of judges, leading to the exciting announcement of this year’s grand prize winner.",Denise Persson; Benoit Dageville,Snowflake,(CMO) Chief Marketing Officer,Administration,Theater Session,Thursday June 4,11:40 AM - 12:40 PM,60,"Builders Hub Theater (Basecamp, South Hall D)",Beginner,AI,Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD101&tab.sessioncatalogtab=1714168666431001NNiH
AD209,Build an AI Agent with Streamlit and Postgres,"In this hands-on lab, we put you in the driver’s seat of the modern AI application stack. Together we will build a powerful, data-friendly Python application using just two core technologies: Streamlit’s “pure Python"" approach for a rapid, beautiful frontend, and Postgres for robust data handling and semantic search. We will build a functional AI agent that allows users to query data using Snowflake Cortex AI. You will learn how to build a Streamlit interface, connect to an agent, and add interactive, data-driven elements like charts, graphs and maps. You’ll leave this session with the tools to unlock value by turning existing data and static text into an interactive AI agent.",Chanin Nantasenamat; Elizabeth Christensen Christensen,Snowflake,Lead Developer Advocate,Administration,Hands-on Lab,Thursday June 4,12:00 PM - 01:30 PM,90,"Hands-on Labs 1 (Basecamp, Hall E)",Intermediate,"AI,ML,Cortex,Python,Streamlit,Semantic,Search",Data Scientist;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD209&tab.sessioncatalogtab=1714168666431001NNiH
DE220,How Canva Uses Event-Driven APIs and Scalable Pipelines with Snowflake Openflow,"Polling for data is inefficient, and manual resource management breaks at scale. This deep dive, co-presented wtih Canva, explores how Snowflake Openflow evolves into a programmable layer of the AI Data Cloud. We'll show how to design event-based flows with Snowflake Openflow Endpoints, a new capability that exposes listeners to handle inbound events.

Participants will learn how to design ""push-based"" architectures that react instantly, backed by the new Snowflake Openflow APIs. We'll demonstrate how to programmatically manage the lifecycle of Runtimes and Connectors using the new API. Join us to build a system that's not only event-driven but fully deployable via code.",Inam Imthiyaz; Sam Lachterman,Canva,Senior Analytics Engineer,Data Engineering,Breakout Session,Thursday June 4,12:00 PM - 12:45 PM,45,"Room 205 (Moscone South, Level 2)",Intermediate,"AI,Openflow,Pipeline",Data Engineer;Architect;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE220&tab.sessioncatalogtab=1714168666431001NNiH
AR230,Interoperable Lakehouse 101: Single Governed Data Copy for AI Readiness,"Stop the data silo and fragmentation tax. In this introductory hands-on lab, you will learn how to work on a single governed data copy that slashes costs and engineering effort. You will create Apache Iceberg tables in Snowflake Storage, apply Snowflake Horizon governance and secure multi-engine, and build Semantic Views to use AI to query your lakehouse with natural language. Achieve true data autonomy over your data and make your architecture AI-ready.",Shyamala Jayabalan; Sahil Walia,Snowflake Inc.,solutions architect,Architecture,Hands-on Lab,Thursday June 4,12:00 PM - 01:30 PM,90,"Hands-on Labs 3 (Basecamp, Hall E)",Intermediate,"AI,Iceberg,RAG,Governance,Cost,Semantic,Natural Language",Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR230&tab.sessioncatalogtab=1714168666431001NNiH
